Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1783283694,100,,Aggregated,64.400000,0.000000,15,19,26,42,2200,3200,5800,7500,8400,8500,8500,1783,0,15,510.4268136158142,9.499499999947147,8494.45908800044,29.313516545148627
1783283695,100,,Aggregated,64.700000,0.000000,15,19,26,41,2200,3100,5700,7300,8400,8500,8500,1841,0,15,495.48251347745565,9.499499999947147,8494.45908800044,28.453014665942423
1783283696,100,,Aggregated,66.100000,0.000000,15,19,26,41,2000,3100,5600,7200,8400,8500,8500,1905,0,15,480.2013561343832,9.499499999947147,8494.45908800044,27.564304461942257
1783283697,100,,Aggregated,66.000000,0.000000,15,19,25,37,1900,3100,5500,7200,8400,8500,8500,1969,0,15,465.1077472402252,9.499499999947147,8494.45908800044,26.73336719146775
1783283698,100,,Aggregated,66.100000,0.000000,15,19,26,38,1800,3000,5400,7200,8300,8500,8500,2036,0,15,450.7649390250497,9.499499999947147,8494.45908800044,25.91944990176817
1783283699,100,,Aggregated,65.100000,0.000000,15,19,26,36,1800,3000,5000,7100,8300,8500,8500,2101,0,15,437.3714613184194,9.499499999947147,8494.45908800044,25.179438362684436
1783283700,100,,Aggregated,64.200000,0.000000,15,19,26,36,1700,2900,5000,7100,8300,8500,8500,2179,0,15,422.61530250298176,9.499499999947147,8494.45908800044,24.349701698026617
1783283701,100,,Aggregated,65.200000,0.000000,15,19,25,34,1700,2900,5000,7100,8300,8500,8500,2247,0,15,410.3742920890048,9.499499999947147,8494.45908800044,23.673342234089898
1783283702,100,,Aggregated,65.700000,0.000000,15,19,25,33,1600,2800,4800,7000,8300,8500,8500,2313,0,15,399.1382014301749,9.499499999947147,8494.45908800044,23.054907047124946
1783283703,100,,Aggregated,65.600000,0.000000,15,19,24,32,1500,2800,4400,7000,8300,8500,8500,2379,0,15,388.48925174863285,9.499499999947147,8494.45908800044,22.470786044556537
1783283704,100,,Aggregated,67.100000,0.000000,15,19,23,31,1400,2800,4400,6800,8300,8500,8500,2444,0,15,378.5175638776588,9.499499999947147,8494.45908800044,21.926350245499183
1783283705,100,,Aggregated,66.300000,0.000000,15,18,23,29,1300,2700,4200,6600,8300,8500,8500,2514,0,15,368.32468905330205,9.470291999605251,8494.45908800044,21.371519490851234
1783283706,100,,Aggregated,66.100000,0.000000,15,18,22,28,1300,2600,4200,6600,8300,8500,8500,2572,0,15,360.32356721112063,9.468166999795358,8494.45908800044,20.934681181959565
1783283707,100,,Aggregated,66.100000,0.000000,15,18,23,29,1200,2600,4100,6400,8300,8500,8500,2647,0,15,350.93844048129836,9.468166999795358,8494.45908800044,20.398186626369476
1783283708,100,,Aggregated,66.700000,0.000000,15,18,22,29,1100,2600,3900,6100,8300,8500,8500,2703,0,15,343.97778543802997,9.468166999795358,8494.45908800044,20.01701812800592
1783283709,100,,Aggregated,65.900000,0.000000,15,18,22,28,1000,2500,3900,6100,8300,8500,8500,2776,0,15,335.3193838562652,9.468166999795358,8494.45908800044,19.543227665706052
1783283710,100,,Aggregated,67.500000,0.000000,15,18,22,28,920,2500,3900,6100,8300,8500,8500,2840,0,15,328.26770284788455,9.468166999795358,8494.45908800044,19.14788732394366
1783283711,100,,Aggregated,66.200000,0.000000,15,18,22,28,620,2500,3800,6000,8300,8500,8500,2913,0,15,320.722171889803,9.468166999795358,8494.45908800044,18.718159972536903
1783283712,100,,Aggregated,66.100000,0.000000,15,18,23,28,500,2500,3800,6000,8300,8500,8500,2975,0,15,314.4631483771397,9.468166999795358,8494.45908800044,18.369747899159663
1783283713,100,,Aggregated,66.500000,0.000000,15,18,22,27,230,2400,3800,6000,8300,8500,8500,3043,0,15,307.7582298734772,9.468166999795358,8494.45908800044,18.003943476832074
1783283714,100,,Aggregated,66.100000,0.000000,15,18,23,28,200,2400,3700,6000,8300,8500,8500,3099,0,15,303.3482434659545,9.468166999795358,8494.45908800044,17.714746692481445
1783283715,100,,Aggregated,65.800000,0.000000,15,18,22,28,170,2400,3700,5900,8300,8500,8500,3167,0,15,297.153010722764,9.468166999795358,8494.45908800044,17.37732870224187
1783283716,100,,Aggregated,66.200000,0.000000,15,18,22,27,150,2300,3600,5900,8300,8500,8500,3233,0,15,291.40686055335317,9.468166999795358,8494.45908800044,17.063408598824623
1783283717,100,,Aggregated,64.700000,0.000000,15,18,22,27,140,2300,3600,5900,8300,8500,8500,3293,0,15,286.4166058062521,9.468166999795358,8494.45908800044,16.788946249620405
1783283718,100,,Aggregated,65.000000,0.000000,15,18,22,27,130,2300,3500,5900,8300,8500,8500,3349,0,15,281.92339974648917,9.468166999795358,8494.45908800044,16.541654225141833
1783283719,100,,Aggregated,65.400000,0.000000,15,18,23,28,120,2300,3500,5900,8300,8500,8500,3423,0,15,276.50103835757756,9.468166999795358,8494.45908800044,16.22728600642711
1783283720,100,,Aggregated,65.200000,0.000000,15,18,22,27,110,2200,3500,5900,8300,8500,8500,3491,0,15,271.4476169332528,9.468166999795358,8494.45908800044,15.950157547980522
1783283721,100,,Aggregated,65.000000,0.000000,15,18,22,27,95,2200,3400,5800,8300,8500,8500,3561,0,15,266.38420711850335,9.468166999795358,8494.45908800044,15.675933726481325
1783283722,100,,Aggregated,65.100000,0.000000,15,18,22,28,88,2200,3400,5700,8300,8500,8500,3619,0,15,262.6893062915138,9.468166999795358,8494.45908800044,15.4567560099475
1783283723,100,,Aggregated,64.800000,0.000000,15,19,23,29,120,2200,3400,5700,8300,8500,8500,3662,0,15,262.1556849437434,9.468166999795358,8494.45908800044,15.298743855816493
1783283724,100,,Aggregated,64.400000,0.000000,15,19,25,31,220,2100,3400,5600,8300,8500,8500,3726,0,15,262.7880307579154,9.468166999795358,8494.45908800044,15.070316693505099
1783283725,100,,Aggregated,63.400000,0.000000,15,19,25,33,270,2100,3400,5600,8300,8500,8500,3758,0,15,264.8083744869588,9.468166999795358,8494.45908800044,14.959020755721129
1783283726,100,,Aggregated,61.400000,0.000000,15,20,27,37,340,2000,3400,5600,8300,8500,8500,3833,0,15,266.6274204808219,9.468166999795358,8494.45908800044,14.705452648056353
1783283728,100,,Aggregated,58.800000,0.000000,15,20,27,39,340,2000,3400,5600,8300,8500,8500,3854,0,15,266.59264202672273,9.468166999795358,8494.45908800044,14.63622210690192
1783283729,100,,Aggregated,58.500000,0.000000,15,20,30,45,480,1900,3300,5500,8300,8500,8500,3931,0,15,272.76569175018835,9.468166999795358,8494.45908800044,14.388705164080386
1783283730,100,,Aggregated,53.600000,0.000000,16,21,32,55,510,1900,3300,5500,8300,8500,8500,3991,0,16,274.2495965918297,9.468166999795358,8494.45908800044,14.202455524931095
1783283731,100,,Aggregated,54.900000,0.000000,16,22,34,65,510,1800,3300,5400,8300,8500,8500,4041,0,16,274.6245377495651,9.468166999795358,8494.45908800044,14.051472407819846
1783283732,100,,Aggregated,53.400000,0.000000,16,22,38,76,510,1800,3300,5400,8300,8500,8500,4095,0,16,274.2695336207551,9.468166999795358,8494.45908800044,13.892551892551893
1783283733,100,,Aggregated,51.600000,0.000000,16,23,40,82,550,1800,3300,5200,8300,8500,8500,4119,0,16,278.15846332531953,9.468166999795358,8494.45908800044,13.823258072347658
1783283734,100,,Aggregated,51.400000,0.000000,16,24,46,120,660,1800,3200,5000,8300,8500,8500,4201,0,16,286.6995533432487,9.468166999795358,8494.45908800044,13.592477981432992
1783283735,100,,Aggregated,47.600000,0.000000,16,25,50,140,660,1800,3200,5000,8300,8500,8500,4242,0,16,286.05128407661203,9.468166999795358,8494.45908800044,13.48043375766148
1783283736,100,,Aggregated,50.500000,0.000000,16,26,54,140,640,1800,3200,5000,8300,8500,8500,4304,0,16,283.8864989295979,9.468166999795358,8494.45908800044,13.315055762081784
1783283737,100,,Aggregated,49.100000,0.000000,17,26,59,150,650,1700,3200,5000,8300,8500,8500,4331,0,17,285.4370877166913,9.468166999795358,8494.45908800044,13.244516277995844
1783283738,100,,Aggregated,52.200000,0.000000,17,28,70,190,690,1700,3200,5000,8300,8500,8500,4423,0,17,288.9105996703583,9.468166999795358,8494.45908800044,13.010626271761248
1783283739,100,,Aggregated,48.800000,0.000000,17,29,77,190,680,1700,3200,5000,8300,8500,8500,4473,0,17,287.2686749599815,9.468166999795358,8494.45908800044,12.887547507265817
1783283740,100,,Aggregated,53.700000,0.000000,17,31,78,190,670,1700,3100,4800,8300,8500,8500,4535,0,17,284.2467558185233,9.468166999795358,8494.45908800044,12.73869900771775
1783283741,100,,Aggregated,52.000000,0.000000,18,33,87,190,650,1600,3100,4800,8300,8500,8500,4606,0,18,282.4135155453772,9.468166999795358,8494.45908800044,12.57316543638732
1783283742,100,,Aggregated,52.500000,0.000000,18,33,87,190,650,1600,3100,4800,8300,8500,8500,4631,0,18,281.67036490045484,9.468166999795358,8494.45908800044,12.5160872381775
1783283743,100,,Aggregated,53.500000,0.000000,18,35,99,200,720,1600,3100,4800,8300,8500,8500,4665,0,18,287.7409525890685,9.468166999795358,8494.45908800044,12.439442658092176
1783283744,100,,Aggregated,53.300000,0.000000,18,38,120,230,780,1600,3100,4400,8300,8500,8500,4732,0,18,295.92166063968773,9.468166999795358,8494.45908800044,12.291631445477599
1783283745,100,,Aggregated,53.000000,0.000000,18,41,120,230,780,1600,3100,4400,8300,8500,8500,4802,0,18,295.35197943273755,9.468166999795358,8494.45908800044,12.141607663473552
1783283746,100,,Aggregated,49.700000,0.000000,19,41,120,230,770,1600,3100,4400,8300,8500,8500,4862,0,19,293.4641671367752,9.468166999795358,8494.45908800044,12.016454134101194
1783283747,100,,Aggregated,52.600000,0.000000,19,42,110,220,750,1600,3100,4300,8300,8500,8500,4934,0,19,289.9977655622221,9.468166999795358,8494.45908800044,11.870287798946089
1783283748,100,,Aggregated,51.500000,0.000000,19,42,110,210,750,1500,3000,4300,8300,8500,8500,4992,0,19,287.04709896634694,9.468166999795358,8494.45908800044,11.755608974358974
1783283749,100,,Aggregated,55.000000,0.000000,19,42,100,200,730,1500,3000,4200,8200,8500,8500,5056,0,19,283.85226054034837,9.468166999795358,8494.45908800044,11.632120253164556
1783283750,100,,Aggregated,55.600000,0.000000,19,42,100,200,720,1500,3000,4200,8200,8500,8500,5126,0,19,280.64144819703574,9.468166999795358,8494.45908800044,11.500585251658213
1783283751,100,,Aggregated,55.800000,0.000000,20,43,100,200,700,1400,3000,4100,8200,8500,8500,5203,0,20,278.17816405631476,9.468166999795358,8494.45908800044,11.359984624255237
1783283752,100,,Aggregated,56.100000,0.000000,20,43,100,200,690,1400,3000,4100,8200,8500,8500,5242,0,20,276.2362241598643,9.468166999795358,8494.45908800044,11.290347195726822
1783283753,100,,Aggregated,57.400000,0.000000,20,44,110,200,680,1400,3000,3900,8200,8500,8500,5321,0,20,274.8400233048304,9.468166999795358,8494.45908800044,11.152414959594061
1783283754,100,,Aggregated,58.100000,0.000000,20,43,100,200,660,1400,3000,3900,8200,8500,8500,5381,0,20,272.01628586768345,9.468166999795358,8494.45908800044,11.050362386173573
1783283755,100,,Aggregated,60.800000,0.000000,20,43,100,190,650,1400,2900,3900,8200,8500,8500,5446,0,20,269.1960993408026,9.468166999795358,8494.45908800044,10.942343004039662
1783283756,100,,Aggregated,64.500000,0.000000,20,43,99,190,640,1400,2900,3900,8200,8500,8500,5515,0,20,266.33116651024733,9.468166999795358,8494.45908800044,10.830462375339982
1783283757,100,,Aggregated,63.400000,0.000000,20,42,95,180,620,1400,2900,3900,8200,8500,8500,5580,0,20,263.44009208727755,9.468166999795358,8494.45908800044,10.727598566308243
1783283758,100,,Aggregated,63.500000,0.000000,20,41,90,180,620,1300,2900,3900,8200,8500,8500,5646,0,20,260.61375035600565,9.468166999795358,8494.45908800044,10.625575628763727
1783283759,100,,Aggregated,64.600000,0.000000,20,41,88,170,610,1300,2800,3800,8200,8500,8500,5711,0,20,258.17780421765116,9.468166999795358,8494.45908800044,10.527403256872702
1783283760,100,,Aggregated,63.600000,0.000000,20,41,85,160,600,1300,2800,3800,8200,8500,8500,5781,0,20,255.41147963380112,9.468166999795358,8494.45908800044,10.424148071267947
1783283761,100,,Aggregated,64.400000,0.000000,20,40,84,160,590,1300,2800,3800,8200,8500,8500,5848,0,20,252.8877268753429,9.468166999795358,8494.45908800044,10.327633378932969
1783283762,100,,Aggregated,64.500000,0.000000,20,40,82,160,580,1300,2800,3800,8200,8500,8500,5922,0,20,250.03071841219324,9.468166999795358,8494.45908800044,10.223573117190139
1783283763,100,,Aggregated,64.500000,0.000000,20,39,80,150,570,1300,2800,3800,8200,8500,8500,5983,0,20,247.78384970917787,9.468166999795358,8494.45908800044,10.13972923282634
1783283764,100,,Aggregated,64.200000,0.000000,20,39,78,150,560,1200,2800,3800,8100,8500,8500,6046,0,20,245.4461763390688,9.468166999795358,8494.45908800044,10.054912338736354
1783283765,100,,Aggregated,68.100000,0.000000,20,38,77,140,550,1200,2800,3700,8100,8500,8500,6108,0,20,243.282030503931,9.468166999795358,8494.45908800044,9.973149967256058
1783283766,100,,Aggregated,66.000000,0.000000,20,38,75,140,540,1200,2700,3700,8100,8500,8500,6177,0,20,240.7676930255808,9.468166999795358,8494.45908800044,9.884086125951109
1783283767,100,,Aggregated,66.300000,0.000000,20,37,73,140,530,1200,2700,3700,8100,8500,8500,6242,0,20,238.46543022797445,9.468166999795358,8494.45908800044,9.801986542774753
1783283768,100,,Aggregated,66.000000,0.000000,20,37,71,130,530,1200,2600,3700,8100,8500,8500,6305,0,20,236.3881953318028,9.468166999795358,8494.45908800044,9.724028548770816
1783283769,100,,Aggregated,66.200000,0.000000,20,37,70,130,520,1200,2600,3700,8100,8500,8500,6372,0,20,234.23124689171627,9.468166999795358,8494.45908800044,9.642812303829253
1783283770,100,,Aggregated,66.500000,0.000000,20,37,69,120,510,1200,2600,3600,8100,8500,8500,6432,0,20,232.39568857960512,9.468166999795358,8494.45908800044,9.571517412935323
1783283772,100,,Aggregated,65.800000,0.000000,20,37,71,130,510,1200,2600,3600,8100,8500,8500,6473,0,20,232.5318918439698,9.468166999795358,8494.45908800044,9.523559400587054
1783283773,100,,Aggregated,65.800000,0.000000,20,38,75,140,510,1200,2600,3600,8100,8500,8500,6551,0,20,232.66224910823067,9.468166999795358,8494.45908800044,9.433979545107617
