timestamp,pod,cpu_millicores,memory_mib,hpa_cpu_current,hpa_cpu_target,hpa_replicas,hpa_min,hpa_max
2026-07-05T20:32:51Z,django-api-6774b9b97d-kd6ps,66,115,,,3,2,10
2026-07-05T20:32:51Z,django-api-6774b9b97d-prc6l,70,115,,,3,2,10
2026-07-05T20:32:51Z,django-api-6774b9b97d-pwx89,65,115,,,3,2,10
2026-07-05T20:32:51Z,django-api-6774b9b97d-xmdbr,70,117,,,3,2,10
2026-07-05T20:32:51Z,locust-runner,71,40,,,3,2,10
2026-07-05T20:32:51Z,postgres-0,197,23,,,3,2,10
2026-07-05T20:32:56Z,django-api-6774b9b97d-42jgs,72,114,,,3,2,10
2026-07-05T20:32:56Z,django-api-6774b9b97d-kd6ps,66,115,,,3,2,10
2026-07-05T20:32:56Z,django-api-6774b9b97d-prc6l,70,115,,,3,2,10
2026-07-05T20:32:56Z,django-api-6774b9b97d-pwx89,65,115,,,3,2,10
2026-07-05T20:32:56Z,django-api-6774b9b97d-xmdbr,70,117,,,3,2,10
2026-07-05T20:32:56Z,locust-runner,71,40,,,3,2,10
2026-07-05T20:32:56Z,postgres-0,197,23,,,3,2,10
2026-07-05T20:33:01Z,django-api-6774b9b97d-42jgs,57,114,,,3,2,10
2026-07-05T20:33:01Z,django-api-6774b9b97d-kd6ps,65,115,,,3,2,10
2026-07-05T20:33:01Z,django-api-6774b9b97d-prc6l,67,115,,,3,2,10
2026-07-05T20:33:01Z,django-api-6774b9b97d-pwx89,62,115,,,3,2,10
2026-07-05T20:33:01Z,django-api-6774b9b97d-xmdbr,75,117,,,3,2,10
2026-07-05T20:33:01Z,locust-runner,77,40,,,3,2,10
2026-07-05T20:33:01Z,postgres-0,197,23,,,3,2,10
2026-07-05T20:33:06Z,django-api-6774b9b97d-42jgs,57,114,,,3,2,10
2026-07-05T20:33:06Z,django-api-6774b9b97d-kd6ps,65,115,,,3,2,10
2026-07-05T20:33:06Z,django-api-6774b9b97d-prc6l,67,115,,,3,2,10
2026-07-05T20:33:06Z,django-api-6774b9b97d-pwx89,62,115,,,3,2,10
2026-07-05T20:33:06Z,django-api-6774b9b97d-xmdbr,75,117,,,3,2,10
2026-07-05T20:33:06Z,locust-runner,77,40,,,3,2,10
2026-07-05T20:33:06Z,postgres-0,197,23,,,3,2,10
2026-07-05T20:33:11Z,django-api-6774b9b97d-42jgs,57,114,,,3,2,10
2026-07-05T20:33:11Z,django-api-6774b9b97d-kd6ps,65,115,,,3,2,10
2026-07-05T20:33:11Z,django-api-6774b9b97d-prc6l,67,115,,,3,2,10
2026-07-05T20:33:11Z,django-api-6774b9b97d-pwx89,62,115,,,3,2,10
2026-07-05T20:33:11Z,django-api-6774b9b97d-xmdbr,75,117,,,3,2,10
2026-07-05T20:33:11Z,locust-runner,77,40,,,3,2,10
2026-07-05T20:33:11Z,postgres-0,197,23,,,3,2,10
2026-07-05T20:33:16Z,django-api-6774b9b97d-42jgs,68,114,,,3,2,10
2026-07-05T20:33:16Z,django-api-6774b9b97d-kd6ps,75,115,,,3,2,10
2026-07-05T20:33:16Z,django-api-6774b9b97d-prc6l,82,115,,,3,2,10
2026-07-05T20:33:16Z,django-api-6774b9b97d-pwx89,69,115,,,3,2,10
2026-07-05T20:33:16Z,django-api-6774b9b97d-xmdbr,75,117,,,3,2,10
2026-07-05T20:33:16Z,locust-runner,84,40,,,3,2,10
2026-07-05T20:33:16Z,postgres-0,209,23,,,3,2,10
2026-07-05T20:33:21Z,django-api-6774b9b97d-42jgs,68,114,,,3,2,10
2026-07-05T20:33:21Z,django-api-6774b9b97d-kd6ps,75,115,,,3,2,10
2026-07-05T20:33:21Z,django-api-6774b9b97d-prc6l,82,115,,,3,2,10
2026-07-05T20:33:21Z,django-api-6774b9b97d-pwx89,69,115,,,3,2,10
2026-07-05T20:33:21Z,django-api-6774b9b97d-xmdbr,75,117,,,3,2,10
2026-07-05T20:33:21Z,locust-runner,84,40,,,3,2,10
2026-07-05T20:33:21Z,postgres-0,209,23,,,3,2,10
2026-07-05T20:33:26Z,django-api-6774b9b97d-42jgs,68,114,,,5,2,10
2026-07-05T20:33:26Z,django-api-6774b9b97d-kd6ps,75,115,,,5,2,10
2026-07-05T20:33:26Z,django-api-6774b9b97d-prc6l,82,115,,,5,2,10
2026-07-05T20:33:26Z,django-api-6774b9b97d-pwx89,69,115,,,5,2,10
2026-07-05T20:33:26Z,django-api-6774b9b97d-xmdbr,75,117,,,5,2,10
2026-07-05T20:33:26Z,locust-runner,84,40,,,5,2,10
2026-07-05T20:33:26Z,postgres-0,209,23,,,5,2,10
2026-07-05T20:33:32Z,django-api-6774b9b97d-42jgs,65,114,,,5,2,10
2026-07-05T20:33:32Z,django-api-6774b9b97d-kd6ps,76,115,,,5,2,10
2026-07-05T20:33:32Z,django-api-6774b9b97d-prc6l,81,115,,,5,2,10
2026-07-05T20:33:32Z,django-api-6774b9b97d-pwx89,76,115,,,5,2,10
2026-07-05T20:33:32Z,django-api-6774b9b97d-xmdbr,82,117,,,5,2,10
2026-07-05T20:33:32Z,locust-runner,83,40,,,5,2,10
2026-07-05T20:33:32Z,postgres-0,232,23,,,5,2,10
2026-07-05T20:33:37Z,django-api-6774b9b97d-42jgs,65,114,,,5,2,10
2026-07-05T20:33:37Z,django-api-6774b9b97d-kd6ps,76,115,,,5,2,10
2026-07-05T20:33:37Z,django-api-6774b9b97d-prc6l,81,115,,,5,2,10
2026-07-05T20:33:37Z,django-api-6774b9b97d-pwx89,76,115,,,5,2,10
2026-07-05T20:33:37Z,django-api-6774b9b97d-xmdbr,82,117,,,5,2,10
2026-07-05T20:33:37Z,locust-runner,83,40,,,5,2,10
2026-07-05T20:33:37Z,postgres-0,232,23,,,5,2,10
2026-07-05T20:33:42Z,django-api-6774b9b97d-42jgs,65,114,,,5,2,10
2026-07-05T20:33:42Z,django-api-6774b9b97d-kd6ps,76,115,,,5,2,10
2026-07-05T20:33:42Z,django-api-6774b9b97d-prc6l,81,115,,,5,2,10
2026-07-05T20:33:42Z,django-api-6774b9b97d-pwx89,76,115,,,5,2,10
2026-07-05T20:33:42Z,django-api-6774b9b97d-xmdbr,82,117,,,5,2,10
2026-07-05T20:33:42Z,locust-runner,83,40,,,5,2,10
2026-07-05T20:33:42Z,postgres-0,232,23,,,5,2,10
